,registry_id,fac_name,fac_lat,fac_long,fac_percent_minority,fac_pop_den,fac_days_last_inspection,fac_curr_compliance_status,fac_curr_snc_flg,tri_releases_transfers,fac_map_flg
1833,110000364882,CD MCINTOSH JR POWER PLANT,28.08403,-81.928387,43.258,1690.25,5.0,No Violation,N,907415.0,Y
1834,110000364891,AOC LLC,28.10083,-82.00971,29.783,1308.17,401.0,No Violation,N,17205.0,Y
1835,110000364917,KEYMARK CORP. OF FLORIDA,28.078523999999998,-81.996779,50.483000000000004,1642.71,53.0,No Violation,N,142495.0,Y
1837,110000365015,HENRY CO,27.898220000000002,-81.89277,35.126,304.56,439.0,No Violation,N,0.0,Y
1838,110000365024,ASHLAND INC,27.897849,-81.898063,41.056000000000004,197.3,128.0,No Violation,N,12418.0,Y
1840,110000365088,BORAL ROOFING,27.897864000000002,-81.50474399999999,18.445999999999998,155.91,26.0,No Violation,N,1432.0,Y
1842,110000365113,TAMPA ELECTRIC CO POLK POWER STATION,27.727015,-81.989774,6.667000000000001,4.93,39.0,No Violation,N,501824.0,Y
1843,110000365122,ARRMAZ PRODUCTS L.P.,27.893420000000003,-81.93205999999999,31.934,125.08,653.0,No Violation,N,255.0,Y
1844,110000365131,ALPHA GENERAL SERVICES INC,27.488979999999998,-81.41807,35.211999999999996,606.11,199.0,No Violation,N,14188.0,Y
1846,110000365300,PIERCE MANUFACTURING INC FLORIDA DI V,27.4641,-82.54435,47.253,3317.8,654.0,No Violation,N,12784.0,Y
1847,110000365328,TROPICANA MANUFACTURING CO INC,27.487023999999998,-82.55116600000001,44.485,3333.55,132.0,In Violation,N,76973.0,Y
1848,110000365417,JRL VENTURES,27.420461,-82.544341,32.093,2340.89,17.0,No Violation,N,176422.0,Y
1849,110000365569,SPARTON BROOKSVILLE LLC,28.481043,-82.243695,17.793,79.48,991.0,No Violation,N,17619.0,Y
1850,110000365596,TSE INDUSTRIES INC.,27.874508000000002,-82.70513000000001,26.805,2608.78,47.0,No Violation,N,228282.0,Y
1851,110000365667,ISLAND PACKET YACHTS INC,27.898740000000004,-82.753713,20.611,3874.79,47.0,No Violation,N,1936.0,Y
1852,110000365685,CATALINA YACHTS INCORPORATED,27.865821999999998,-82.740876,20.215999999999998,3473.98,47.0,No Violation,N,15066.0,Y
1853,110000365710,PALL AEROPOWER CORP NEW PORT RICHEY,28.275973999999998,-82.640304,13.02,1004.96,261.0,No Violation,N,32323.0,Y
1856,110000365881,S2 YACHTS INC PURSUIT DIV,27.481192999999998,-80.363185,82.14299999999999,934.87,571.0,No Violation,N,153887.0,Y
1860,110000365989,AVANTI POLAR LIPIDS INC,33.252320000000005,-86.82101999999999,23.05,1268.02,1131.0,No Violation,N,446022.0,Y
1861,110000366032,UMICORE SPECIALTY CHEMICALS - ARAB,34.343465,-86.45582399999999,4.032,304.59,269.0,No Violation,N,89.0,Y
1864,110000366096,US PIPE & FOUNDRY CO,33.41702,-86.97085,71.945,1340.4,74.0,No Violation,N,1548694.0,Y
1865,110000366112,TYSON FOODS INC BLOUNTSVILLE PROCESSING PLANT,34.049858,-86.577483,18.995,103.6,314.0,In Violation,N,891583.0,Y
1866,110000366247,REHAU AUTOMOTIVE LLC,34.12977,-86.84187,11.66,366.42,32.0,In Violation,N,18298.0,Y
1867,110000366292,HANNA STEEL CORP,33.497505,-86.911426,92.963,1876.2,410.0,No Violation,N,265156.0,Y
1868,110000366318,U.S. STEEL CORPORATION - FAIRFIELD WORKS,33.48063,-86.936717,85.345,1670.82,67.0,No Violation,N,1474794.0,Y
1870,110000366390,RESEARCH SOLUTIONS GROUP INC,33.297051,-86.81974,22.741,1235.27,668.0,No Violation,N,4642.0,Y
1871,110000366540,AMEREX CORP,33.64912,-86.56604,7.694,368.85,439.0,In Violation,N,330992.0,Y
1872,110000366577,METALPLATE GALVANIZING LP,33.540228000000006,-86.783266,66.322,2092.02,306.0,No Violation,N,12386.0,Y
1874,110000366657,35TH AVE SITE,33.562529999999995,-86.79966,85.506,1271.27,20.0,In Violation,N,30725.0,Y
1876,110000366693,BARBER ICE CREAM COMPANY,33.45835,-86.837436,59.61600000000001,2550.94,2303.0,No Violation,N,11340.0,Y
1877,110000366782,ENGINEERED POLYMER SOLUTIONS INC. D/B/A VALSPAR COATINGS,33.65842,-86.71513,71.60300000000001,1171.18,255.0,In Violation,N,1067601.0,Y
1878,110000366808,REXAM BEVERAGE CAN CO RE: BIRMINGHAM AL FACILITY,33.660070000000005,-86.7182,71.818,1059.14,226.0,No Violation,N,51635.0,Y
1879,110000366817,ABC COKE,33.580769000000004,-86.781281,76.971,943.35,20.0,No Violation,N,51605.0,Y
1880,110000366844,METALPLATE GALVANIZING LP,33.53686,-86.77232,60.433,2226.16,306.0,No Violation,N,37020.0,Y
1881,110000366915,BERMCO ALUMINUM,33.52941,-86.79033000000001,60.805,2318.8,579.0,No Violation,N,241941.0,Y
1882,110000367040,NEXEO SOLUTIONS,33.55319,-86.78548,77.044,1620.76,96.0,No Violation,N,14759.0,Y
1883,110000367068,MAYCO INDUSTRIES INC,33.45774,-86.84012,62.092,2483.18,398.0,In Violation,N,1205758.0,Y
1884,110000367077,SOUTHWIRE CO,34.86741,-87.66056999999999,16.372,764.63,942.0,No Violation,N,87739.0,Y
1885,110000367102,HUNT REFINING COMPANY,33.2003,-87.60700000000001,74.487,845.98,31.0,In Violation,Y,46407.0,Y
1886,110000367120,TAMKO BUILDING PRODUCTS INC,33.182862,-87.56209100000001,52.4,2017.43,180.0,No Violation,N,120.0,Y
1887,110000367139,MICHELIN NORTH AMERICA INC,33.194528999999996,-87.604239,76.524,818.78,368.0,In Violation,N,130305.0,Y
1888,110000367157,PHIFER INC,33.170429999999996,-87.56149,55.818999999999996,1786.94,368.0,No Violation,N,46900.0,Y
1889,110000367175,MERICHEM COMPANY,33.24862,-87.47736,42.773999999999994,572.36,368.0,No Violation,N,39291.0,Y
1890,110000367237,HANNA STEEL CORP,33.227909999999994,-87.63636,40.442,292.26,2257.0,No Violation,N,1320672.0,Y
1892,110000367291,SHOWA BEST GLOVE INC.,33.67674,-87.830649,26.397,178.1,138.0,In Violation,N,8491.0,Y
1893,110000367371,SOUTHEAST WOOD,33.928692,-87.430683,1.871,70.57,753.0,No Violation,N,29.0,Y
1894,110000367380,GORGAS STEAM PLANT,33.644855,-87.19986,3.3139999999999996,32.16,33.0,In Violation,Y,2600376.0,Y
1895,110000367399,NELSON BROTHERS LLC PARRISH,33.726873,-87.27038,14.185,90.71,452.0,No Violation,N,103.0,Y
1896,110000367415,TIFFIN MOTORHOMES INC.,34.4467,-88.1503,7.605,138.91,899.0,No Violation,N,10137.0,Y
1897,110000367433,JOY GLOBAL CONVEYORS,33.922705,-87.815698,7.737,184.62,33.0,No Violation,N,38627.0,Y
1898,110000367479,GE CO,34.589904,-86.950879,40.547,1445.44,368.0,No Violation,N,102879.0,Y
1899,110000367497,SOUTHERN WATER CONSULTANTS INC,34.552517,-86.979125,34.775999999999996,1390.99,744.0,No Violation,N,348.0,Y
1901,110000367549,BUNGE NORTH AMERICA,34.60577,-86.96602,46.253,1616.56,368.0,No Violation,N,602388.0,Y
1902,110000367567,3M COMPANY,34.641667,-87.038611,72.07,192.58,32.0,No Violation,N,8608145.0,Y
1903,110000367585,HEXCEL CORP,34.6555,-87.0709,31.646,21.82,368.0,No Violation,N,411790.0,Y
1905,110000367601,FEDERAL-MOGUL POWERTRAIN INC,34.790387,-86.952996,31.359,681.81,368.0,No Violation,N,944693.0,Y
1906,110000367647,LINDE NA LLC,34.797397,-87.939809,15.407,44.34,748.0,No Violation,N,4085.0,Y
1908,110000367709,KAISER ALUMINUM FABRICATED PRODUCTS FLORENCE ALABAMA PLANT,34.82436,-87.66693000000001,27.447,1432.75,1564.0,No Violation,N,15124.0,Y
1910,110000367727,SAINT GOBAIN VETROTREX AMERICA INC,34.477441999999996,-87.74172,44.21,324.18,368.0,No Violation,N,2924.0,Y
1911,110000367736,OCCIDENTAL CHEMICAL CORPORATION - MUSCLE SHOALS PLANT,34.772461,-87.628159,25.991,589.36,368.0,In Violation,N,0.0,Y
1912,110000367745,WISE ALLOYS-ALABAMA RECLAMATION PLANT,34.766791999999995,-87.601169,25.254,235.1,368.0,In Violation,Y,2501898.0,Y
1913,110000367772,ROBBINS LLC,34.723065000000005,-87.67336800000001,26.293000000000003,865.28,1564.0,No Violation,N,112.0,Y
1914,110000367781,HARCROS CHEMICALS INC,34.76632,-87.61726999999999,23.706,386.73,746.0,No Violation,N,144.0,Y
1917,110000367816,FLEXCO CORPORATION,34.73041,-87.68378,25.147,1008.37,368.0,In Violation,N,29.0,Y
1918,110000367834,COLBERT FOSSIL PLANT,34.743258000000004,-87.848838,26.768,30.83,368.0,In Violation,Y,2852269.0,Y
1920,110000367870,TDY INDUSTRIES INC (DBA ATI FIRTH STERLING),34.698417,-86.38296,16.226,80.09,354.0,No Violation,N,67.0,Y
1921,110000367914,LOZIER CORP,34.66401,-86.04129,12.241,387.98,368.0,No Violation,N,1223260.0,Y
1924,110000368067,BENCHMARK ELECTRONICS HUNTSVILLE INCORPORATED,34.72609,-86.64917,63.418,1669.49,433.0,No Violation,N,909.0,Y
1925,110000368129,UNITED PLATING INCORPORATED,34.78177,-86.53217,39.900999999999996,696.11,1355.0,No Violation,N,2.0,Y
1926,110000368138,NATIONAL COPPER & SMELTING CO,34.78232,-86.53425,42.236000000000004,725.15,109.0,No Violation,N,1147879.0,Y
1927,110000368147,KOHLER CO,34.66796,-86.75014,36.329,689.29,73.0,No Violation,N,415185.0,Y
1928,110000368174,TENNESSEE ALUMINUM PROCESSORS INC,33.988082,-85.964713,43.326,720.83,186.0,No Violation,N,6993.0,Y
1929,110000368183,ALABAMA POWER COMPANY PLANT GADSDEN,34.01272,-85.97005,54.917,902.24,368.0,No Violation,N,237.0,Y
1930,110000368192,EMCO INCORPORATED,33.981559999999995,-85.957305,43.288999999999994,651.85,6528.0,No Violation,N,211293.0,Y
1931,110000368209,KOCH FOODS OF GADSDEN,33.973172,-85.974467,40.973,773.55,186.0,No Violation,N,478662.0,Y
1933,110000368263,GIANT REOURCE RECOVERY-ATTALLA INC,34.083529999999996,-86.02598,5.922999999999999,161.05,180.0,In Violation,Y,8910490.0,Y
1934,110000368307,PARKER HANNIFIN CORP,34.229813,-86.162882,29.08,599.3,293.0,No Violation,N,347172.0,Y
1935,110000368325,NUCOR CORPORATION VULCRAFT DIVISION,34.517860999999996,-85.653419,35.94,137.78,38.0,No Violation,N,33321.0,Y
1936,110000368334,VALLEY JOIST CO,34.472372,-85.69434100000001,33.227,320.4,368.0,No Violation,N,9561.0,Y
1937,110000368343,SIEMENS ENERGY INC,34.409772,-85.729364,29.635,230.16,760.0,No Violation,N,848259.0,Y
1938,110000368361,CARGILL INC,34.346957,-86.289602,18.281,401.41,368.0,In Violation,N,18306.0,Y
1941,110000368405,BLUESCOPE BUILDINGS NORTH AMERICA INC,34.512468,-85.84584100000001,6.817,204.97,88.0,No Violation,N,93494.0,Y
1942,110000368414,REAL ALLOY SPECIFICATION INC,33.934166999999995,-86.19833299999999,6.817,50.14,368.0,In Violation,N,144059.0,Y
1945,110000368557,NEPTUNE TECHNOLOGY GROUP INC,32.523579999999995,-85.89471,34.61,218.33,67.0,No Violation,N,38676.0,Y
1946,110000368566,KW PLASTICS INCORPORATED,31.7872,-85.978,45.626000000000005,595.39,628.0,No Violation,N,24692.0,Y
1947,110000368628,HAGER COMPANIES,32.26296,-86.3684,78.214,100.99,269.0,In Violation,N,99274.0,Y
1949,110000368682,KINPAK INC,32.398990000000005,-86.23066999999999,43.826,1603.14,2608.0,No Violation,N,164.0,Y
1950,110000368691,API HEAT TRANSFER INC.,32.41166,-86.23442,44.425,1427.09,2130.0,No Violation,N,21097.0,Y
1951,110000368735,RHEEM MANUFACTURING WATER HEATER DIV,32.41558,-86.22829,46.18,1116.21,242.0,No Violation,N,2362655.0,Y
1952,110000368744,THERMALEX INC,32.410652,-86.236873,44.188,1427.63,368.0,No Violation,N,585302.0,Y
1953,110000368780,FLINT GROUP NA CORP,33.61907,-85.7705,23.509,494.65,2700.0,In Violation,N,1615.0,Y
1955,110000368815,UNION FOUNDRY CO,33.66626,-85.85367,51.708,845.3,109.0,No Violation,N,209126.0,Y
1956,110000368851,US ARMY ANNISTON ARMY DEPOT,33.65943,-85.96943,14.124,12.53,24.0,In Violation,N,56546.0,Y
1957,110000368860,LEE BRASS,33.620878999999995,-85.78618,30.666999999999998,660.35,46.0,In Violation,N,12695.0,Y
1958,110000368888,FABARC STEEL SUPPLY INC,33.59346,-85.862909,31.521,507.53,138.0,No Violation,N,53874.0,Y
1959,110000368904,GENERAL DYNAMICS OTS (ANNISTON),33.6252,-85.79255,33.893,719.9,515.0,No Violation,N,32615.0,Y
1960,110000368913,NORTH AMERICAN BUS INDUSTRIES INC,33.62212,-85.77031,23.839000000000002,490.38,110.0,In Violation,N,13890.0,Y
1961,110000368940,PARKER HANNIFIN CORPORATION IPD,33.849444,-85.76527800000001,25.519000000000002,391.13,235.0,No Violation,N,73684.0,Y
1962,110000368959,FIBERGLASS UNLIMITED INC,33.131640000000004,-85.35946,41.867,225.88,368.0,No Violation,N,8853.0,Y
1963,110000369011,PERDUE FARMS INCORPORATED - DOTHAN PROCESSING,31.225479999999997,-85.3626,61.882,943.17,368.0,No Violation,N,250.0,Y
1965,110000369084,REMBRANDT FOODS- ABBEVILLE,31.555725,-85.287302,51.52,92.78,368.0,No Violation,N,3070.0,Y
1966,110000369119,MORGAN FUEL LLC,31.31445,-85.85614,38.672,711.81,6803.0,No Violation,N,3300.0,Y
1968,110000369137,DURA-CAST INC,31.342259999999996,-85.86973,34.464,642.71,66.0,No Violation,N,79084.0,Y
1970,110000369226,PLASMINE TECHNOLOGY INC,30.88145,-87.770927,37.657,360.9,368.0,No Violation,N,2015.0,Y
1971,110000369253,SAFETY COATINGS INC,30.438609999999997,-87.68083,27.435,321.03,165.0,No Violation,N,7629.0,Y
1972,110000369262,GOODRICH AEROSTRUCTURES,30.421291999999998,-87.70809200000001,28.430999999999997,456.75,60.0,No Violation,N,29500.0,Y
1974,110000369280,BOISE WHITE PAPER MILL,31.492253,-87.89880500000001,51.363,141.88,300.0,No Violation,N,812698.0,Y
1975,110000369315,MOBILE PAINT MANUFACTURING CO INC,30.5549,-88.15310799999999,28.978,469.49,297.0,In Violation,Y,70694.0,Y
1976,110000369360,HOLCIM (US) INC - THEODORE PLANT,30.5349,-88.1121,26.734,192.84,368.0,No Violation,N,33792.0,Y
1977,110000369431,NEXEO SOLUTIONS LLC,30.71183,-88.11465,66.878,2208.28,368.0,No Violation,N,11900.0,Y
1978,110000369459,SCOTCH GULF LUMBER LLC,30.725046999999996,-88.075076,81.154,1901.67,368.0,No Violation,N,39.0,Y
1979,110000369556,CONTINENTAL MOTORS INC,30.645172,-88.06958,71.66,2257.31,19.0,No Violation,N,17474.0,Y
1980,110000369565,MOBILE ROSIN OIL CO INC,30.71845,-88.10519000000001,75.097,2187.33,18.0,No Violation,N,250.0,Y
1981,110000369583,ALABAMA BULK TERMINAL CO LLC,30.696723,-88.03163599999999,73.183,1336.43,368.0,No Violation,N,3943.0,Y
1982,110000369609,GLOBE METALLURGICAL,32.379512,-86.992948,93.854,349.14,368.0,No Violation,N,150253.0,Y
1984,110000369690,BRIGGS & STRATTON CORP,32.5482,-85.51499,26.155,421.54,368.0,In Violation,N,547.0,Y
1985,110000369707,MASTERBRAND CABINETS INC,32.60045,-85.52324,28.89,1064.98,80.0,No Violation,N,53700.0,Y
1987,110000369770,IIG MIN-WOOL LLC,32.432921,-84.975789,82.94200000000001,1639.1,368.0,No Violation,N,54400.0,Y
1988,110000369798,CONTINENTAL CARBON CO PHENIX CITY,32.43372,-84.97256999999999,83.1,1743.05,368.0,No Violation,N,57216.0,Y
1989,110000369850,STATE INDUSTRIES INC,36.269707000000004,-87.066705,10.452,187.25,109.0,No Violation,N,136969.0,Y
1991,110000369896,BRIDGESTONE METALPHA USA INCORPORATED,36.592566,-87.257074,34.575,349.91,103.0,No Violation,N,49155.0,Y
1992,110000369912,CONSTANTIA FLEXIBLES - LABELS DIVISION,36.58806,-87.26716,33.711,458.09,121.0,No Violation,N,6544.0,Y
1994,110000369967,MASONITE CORP,36.045809999999996,-87.34045,15.709000000000001,383.04,8035.0,No Violation,N,101.0,Y
1995,110000369985,QG LLC,36.054140000000004,-87.344149,16.859,442.95,464.0,No Violation,N,66510.0,Y
1996,110000369994,SUMIDEN WIRE PRODUCTS,36.05252,-87.34979,16.615,473.44,982.0,No Violation,N,7049.0,Y
1997,110000370045,EGYPTIAN LACQUER MANUFACTURING CO,35.926084,-86.859534,21.513,1638.5,823.0,No Violation,N,1600.0,Y
1998,110000370081,ITW CIP TENNESSEE,36.37077,-86.41884,27.566,845.89,3090.0,No Violation,N,3345.0,Y
1999,110000370107,RR DONNELLEY & SONS CO,36.3776,-86.4169,29.596,838.97,221.0,No Violation,N,248972.0,Y
2000,110000370134,HOEGANAES CORP,36.380556,-86.416111,30.17,839.75,369.0,No Violation,N,15069834.0,Y
2004,110000370214,BRIDGESTONE AMERICAS TIRE OPERATIONS LLC,36.00463,-86.5991,42.417,1016.45,138.0,In Violation,N,121724.0,Y
2005,110000370223,PALM COMMODITIES INTERNATIONAL,36.005007,-86.60226999999999,41.865,986.86,500.0,No Violation,N,4464.0,Y
2006,110000370250,PERMA-PIPE INC.,36.229206,-86.320127,20.205,812.69,68.0,No Violation,N,13.0,Y
2009,110000370296,TRW AUTOMOTIVE COMMERCIAL STEERING,36.219297,-86.31870500000001,22.052,853.44,306.0,No Violation,N,113636.0,Y
2010,110000370321,TRISON COATINGS INC,35.43077,-86.75694,24.539,265.59,46.0,In Violation,Y,912.0,Y
2012,110000370349,TELEDYNE EMS,35.42688,-86.76326999999999,23.475,296.12,382.0,No Violation,N,3885.0,Y
2013,110000370358,WALKER DIE CASTING INC.,35.43575,-86.76996,23.293000000000003,384.97,108.0,No Violation,N,141881.0,Y
2014,110000370508,ERACHEM COMILOG,35.99622,-87.979395,5.136,113.0,31.0,In Violation,N,10021643.0,Y
2015,110000370535,US TVA JOHNSONVILLE FOSSIL PLANT,36.0278,-87.9861,5.221,125.61,215.0,No Violation,N,2783570.0,Y
2016,110000370562,THOMAS & BETTS CORP,36.5995,-86.531658,9.74,383.33,453.0,No Violation,N,53677.0,Y
2017,110000370571,CROWN GROUP PORTLAND TN PLANT,36.595909999999996,-86.5194,9.238,422.68,2266.0,No Violation,N,234250.0,Y
2018,110000370651,TYSON FOODS INC - PROCESSING,35.476,-86.474389,35.533,698.51,964.0,No Violation,N,228520.0,Y
2019,110000370688,NISSAN NA INC SMYRNA MANUFACTURING PLANT,35.959978,-86.49000699999999,26.072,1166.73,128.0,No Violation,N,1974351.0,Y
2020,110000370759,FRIGIDAIRE HOME PRODUCTS,36.501535,-86.871516,39.43,621.72,208.0,No Violation,N,80341.0,Y
2021,110000370768,GM SPRING HILL MANUFACTURING,35.71755,-86.97362,13.867,182.18,226.0,No Violation,N,613039.0,Y
2022,110000370786,SCEPTER INC,36.075093,-87.950025,3.8810000000000002,16.87,72.0,In Violation,N,618926.0,Y
2024,110000370820,U S SMOKELESS TOBACCO MANUFACTURING CO LLC,36.16855,-86.78832,59.765,3556.65,96.0,No Violation,N,59072.0,Y
2026,110000370848,WARREN PAINT & COLOR CO.,36.134190000000004,-86.77379,40.718,3039.76,236.0,No Violation,N,39701.0,Y
2028,110000370937,BLANCHARD TERMINAL COMPANY LLC- NASHVILLE 51 AVE TERMINAL,36.16294,-86.849152,49.718,2412.61,150.0,No Violation,N,17597.0,Y
2029,110000370946,AZZ GALVANIZING SERVICES-NASHVILLE,36.1471,-86.8248,41.861000000000004,3417.4,220.0,No Violation,N,14817.0,Y
2030,110000370955,CUMBERLAND TERMINALS INC,36.18698,-86.8785,53.489,861.7,178.0,No Violation,N,3434.0,Y
2031,110000370964,FRONTIER LOGISTICAL SERVICES LLC,36.17181,-86.85924,55.851000000000006,1800.78,375.0,No Violation,N,2048.0,Y
2032,110000370982,CARLEX GLASS AMERICA,36.183640000000004,-86.87813,56.348,1155.53,296.0,In Violation,Y,24117.0,Y
2035,110000371062,NASHVILLE WIRE PRODUCTS,36.155840000000005,-86.75823000000001,52.653999999999996,3052.24,1178.0,No Violation,N,19322.0,Y
2037,110000371151,THOMAS & BETTS,35.44107,-84.62769,16.531,528.47,1552.0,No Violation,N,160295.0,Y
2038,110000371204,OLIN CORP CHARLESTON PLANT,35.30749,-84.78166999999999,10.526,98.73,206.0,In Violation,N,339.0,Y
2040,110000371222,DURACELL,35.2031,-84.8555,15.359000000000002,1218.81,128.0,No Violation,N,1220609.0,Y
2041,110000371240,MAYTAG CORP CLEVELAND COOKING PRODUCTS PLANT 1,35.1539,-84.875,16.827,1324.06,520.0,No Violation,N,3667.0,Y
2042,110000371268,MARS CHOCOLATE NA LLC,35.199009999999994,-84.8689,16.273,1233.63,131.0,No Violation,N,65353.0,Y
2043,110000371295,EATON CORP,35.179840000000006,-84.8311,15.554,1133.39,94.0,No Violation,N,360180.0,Y
2044,110000371320,LA-Z-BOY TENNESSEE,35.520179999999996,-85.00295,13.286,347.07,298.0,No Violation,N,2.0,Y
2045,110000371393,COPPERWELD BIMETALLICS LLC,35.163790000000006,-86.564475,28.709,257.38,129.0,No Violation,N,99.0,Y
2046,110000371419,GOODMAN CO LP,35.14479,-86.58140999999999,27.855999999999998,272.89,116.0,No Violation,N,677188.0,Y
2049,110000371455,BATESVILLE MANUFACTURING INC,35.50315,-86.07143,11.927,399.25,40.0,No Violation,N,96558.0,Y
2050,110000371464,M-TEK INC,35.434,-86.03,9.718,104.84,401.0,No Violation,N,70450.0,Y
2051,110000371507,HAWKER POWEROURCE INC,35.077090999999996,-85.059288,21.203000000000003,572.94,144.0,No Violation,N,1627209.0,Y
2052,110000371552,TENNESSEE TANNING CO,35.37245,-86.21899,13.395,674.65,1473.0,No Violation,N,85.0,Y
2053,110000371570,TEPRO INC,35.19553,-86.08400999999999,18.254,399.4,241.0,No Violation,N,103458.0,Y
2054,110000371589,ZANINI TENNESSEE INC.,35.197721,-86.08013299999999,18.33,383.34,303.0,No Violation,N,22100.0,Y
2056,110000371687,ALSTOM POWER INC,35.04893,-85.32352,39.565,1265.46,446.0,No Violation,N,192297.0,Y
2057,110000371758,IXION CERAMICS INCORPORATED,35.0625,-85.314444,39.461999999999996,1417.96,520.0,No Violation,N,1988.0,Y
2058,110000371767,KOMATSU AMERICA CORP.,35.0887,-85.329611,15.533,1103.32,480.0,No Violation,N,11510.0,Y
2060,110000371801,ACCU-CAST INC,35.062129999999996,-85.26119200000001,60.523,1964.04,783.0,No Violation,N,1.0,Y
2061,110000371838,MUELLER CO,35.085701,-85.25520300000001,44.198,1471.44,314.0,No Violation,N,606732.0,Y
2064,110000371874,ALLIED METAL CO,35.06428,-85.22316,75.494,1389.05,1264.0,No Violation,N,138874.0,Y
2065,110000371883,METALTEK INTERNATIONAL SOUTHERN CENTRIFUGAL DIV,35.093899,-85.242508,41.58,1212.94,520.0,No Violation,N,93703.0,Y
2066,110000371909,ACCELLA POLYURETHANE SYSTEMS,35.06118,-85.274261,58.443000000000005,2042.14,1138.0,No Violation,N,363.0,Y
2067,110000371918,WOODBRIDGE FOAM FABIACATING INC,35.083079999999995,-85.270302,41.373000000000005,1581.5,542.0,No Violation,N,1459.0,Y
2069,110000371963,BRENNTAG MID-SOUTH INC,35.007389,-85.37812,11.35,379.6,1292.0,No Violation,N,1104.0,Y
2071,110000372043,CANTECH INDUSTRIES INC,36.346059999999994,-82.32526,15.849,905.2,186.0,No Violation,N,71884.0,Y
2072,110000372098,AMERICAN WATER HEATER CO,36.33098,-82.34284,16.41,1451.21,989.0,No Violation,N,20305.0,Y
2073,110000372150,UPM PHARMACEUTICALS INC,36.58998,-82.17998,8.773,1319.45,61.0,No Violation,N,26802.0,Y
2074,110000372178,BRISTOL METALS LP,36.543382,-82.181213,5.109,618.35,341.0,No Violation,N,806360.0,Y
2075,110000372187,HUTCHINSON SEALING SYSTEMS INC,36.50388,-82.76971999999999,4.019,179.02,137.0,No Violation,N,28210.0,Y
2076,110000372203,MAPES PIANO STRING CO,36.35033,-82.21696,5.367999999999999,733.24,681.0,No Violation,N,21343.0,Y
2078,110000372221,REGAL BELOIT OF AMERICA INC,36.101884999999996,-82.4701,3.31,67.02,45.0,No Violation,N,8652.0,Y
2079,110000372230,NUCLEAR FUEL SERVICES INC,36.13075,-82.4313,6.414,323.18,53.0,In Violation,N,26722.0,Y
2080,110000372249,HEXPOL COMPOUNDING BURTON RUBBER PROCESSING,36.27556,-82.49091999999999,5.779,455.9,338.0,No Violation,N,2079.0,Y
2081,110000372285,US ARMY HOLSTON ARMY AMMUNITION PLANT,36.550455,-82.634794,5.5489999999999995,590.27,205.0,In Violation,N,4718833.0,Y
